economy,pc_tmp_low,pc_tmp_high,tmp,lgt,daylt,choice,plug
-6000,-2,0,1,0.2,20,0,0
-6000,-1,2,2,0,20,0,0
1950,-2,0,0,-0.15,15,1,0
950,-2,0,4,0,15,0,0
0,0,0,-4,0,15,1,0
4900,0,-1,-4,0,15,1,0
6800,0,0,-4,-0.2,15,1,0
9950,0,1,2,-0.4,15,1,0
-150,0,3,2,0.15,15,0,0
5000,0,-1,1,-0.15,15,0,0
0,-1,3,4,0.2,40,0,0
100,0,3,6,-0.2,40,0,0
4950,0,-3,-2,0.15,40,1,0
0,0,-2,0,-0.7,40,0,0
500,1,-2,-1,-0.3,40,1,0
0,0,-3,-4,-0.3,40,1,0
4500,-3,3,3,-0.3,40,1,0
2000,-2,0,5,0,40,0,0
-9800,0,-1,0,-0.7,5,1,0
-800,2,-1,-5,-0.55,5,1,0
0,0,-1,-3,-0.3,5,1,0
-4900,0,-1,0,-0.2,5,0,0
1950,0,-1,1,0.35,5,0,0
4950,-3,0,1,-0.3,5,0,0
-4000,0,3,-3,0.7,5,1,0
-300,0,-2,0,0,5,0,0
5000,1,0,-3,0.15,25,1,0
-4950,0,0,-5,0.2,25,1,0
-9500,0,2,-2,-0.2,25,0,0
9800,0,-2,0,-0.2,25,0,0
-450,-1,2,5,-0.15,25,0,0
-4500,-2,3,5,0.4,25,0,0
950,0,-1,1,0.35,25,0,0
-9800,0,0,0,0,25,0,0
0,0,1,1,0.35,40,0,0
-1500,0,-1,0,0.7,40,0,0
-450,0,2,1,0.55,40,0,0
300,0,0,3,-0.15,40,1,0
1950,0,0,0,0.55,40,0,0
9000,3,0,1,-0.2,40,1,0
300,1,-1,-2,0.7,40,0,0
-6900,0,2,-2,0.3,40,1,0
-9800,2,0,-5,-0.5,31,1,0
-1000,-2,0,0,-0.3,31,0,0
-1000,0,2,-1,0.15,31,0,0
500,0,0,3,0.2,31,0,0
-4900,0,-1,2,-0.4,31,0,0
-450,0,-3,2,0.5,31,0,0
0,-2,0,5,-0.15,31,0,0
4500,0,1,-3,0.15,31,1,0
-1800,0,2,0,0.35,20,0,0
-4500,-1,0,1,-0.15,20,0,0
-50,0,1,0,0.55,20,0,0
800,0,0,-1,-0.7,20,1,0
1800,1,-1,-6,0.5,20,1,0
400,0,2,-1,-0.35,20,1,0
1800,0,0,2,-0.15,20,1,0
-900,-3,3,3,0.7,20,0,0
-450,0,-1,-1,-0.15,15,1,0
9950,0,1,1,-0.4,15,1,0
-450,0,0,0,0.3,15,0,0
-900,3,-3,-3,0,15,1,0
-950,-1,1,2,-0.5,15,0,0
-8000,1,0,0,-0.55,15,1,0
-9500,0,0,0,0.2,15,0,0
6500,0,1,1,-0.7,15,1,0
5000,0,2,-1,-0.3,7,0,0
-900,2,-1,-2,0.15,7,1,0
0,1,0,1,-0.2,7,0,0
-50,0,0,-2,-0.7,7,0,0
9500,3,-2,-4,0,7,0,0
-450,0,-3,2,0.4,7,1,0
-1500,0,-1,-3,0.7,7,1,0
8000,2,-3,-3,-0.5,7,1,0
6950,0,0,-2,0,15,1,0
-950,0,1,1,0.35,15,0,0
0,2,-2,-5,0.2,15,1,0
9500,-1,0,4,-0.3,15,0,0
-500,2,0,-4,0,15,1,0
1500,0,2,0,-0.55,15,1,0
-400,0,1,-1,-0.3,15,1,0
-4800,-1,3,6,-0.15,15,0,0
9000,1,0,-1,0.35,33,1,0
3000,0,-3,-2,0.15,33,0,0
-1950,1,-2,-5,0.35,33,0,0
0,0,2,3,0.2,33,1,0
-1900,2,0,2,0.55,33,0,0
4900,0,0,4,0.55,33,1,0
-450,0,1,0,-0.2,33,1,0
0,0,-1,-1,0.15,33,0,0
6800,-3,0,3,0,0,1,0
50,-2,0,-2,0.15,0,1,0
-4900,0,0,5,0.15,0,0,0
0,0,-1,1,0.3,0,0,0
4800,0,3,2,0.2,0,0,0
-1500,-3,3,4,-0.15,0,0,0
450,3,0,-2,-0.7,0,1,0
-9000,3,0,-5,0.55,0,0,0
